COUNTYGEOID,C01,C02,C03,C04
08033,-721457.2744426496,-219231.94730446042,-234326.90639351206,-173366.41882735255
08035,-721452.328571205,-217443.12828757023,-221114.0788021632,-172878.1011139912
08037,-721457.2744414151,-219231.94729951146,-234326.9063578896,-173366.41882586305
08039,-721457.2744426396,-219231.9473043295,-234326.90639334786,-173366.4188273359
08041,-716272.6464407904,-205896.9379709842,-205186.34072896236,-158610.8212689674
08043,-721484.6727183404,-217654.1873711347,-233960.2101050812,-171204.30571255574
08045,-721475.4688644912,-213364.676159722,-195156.80447215424,-174074.8189099642
08047,-721457.2744425968,-219231.9473043815,-234326.9063935117,-173366.41882735246
08049,-721154.8104823206,-219187.86114056152,-232212.0491865319,-173410.5150997126
08051,-721457.2744426009,-219231.94730439738,-234326.9063935112,-173366.41882735264
08053,-721457.274442636,-219231.94730440245,-234326.9063935129,-173366.4188273525
08055,-721457.2744425669,-219231.9473043749,-234326.9063935125,-173366.41882735252
08057,-721457.2744424645,-219231.94730443647,-234326.90639350782,-173366.4188273524
08059,-721510.9980821597,-196153.07420226626,-231708.28661948984,-169437.75211525676
08061,-721457.2744425656,-219231.94730438042,-234326.90639351428,-173366.41882735252
08063,-721457.2744426316,-219231.94730448426,-234326.90639350543,-173366.41882735296
08065,-720919.1443968737,-219223.54224705498,-234265.6463363561,-173368.9245780588
08067,-721457.2744324731,-219231.94729645003,-234326.90639196857,-173366.4188245514
08069,-717429.7518261194,-217570.11207998352,-232386.64948629405,-172029.65700944437
08071,-721457.2744425434,-219231.94730440134,-234326.90639351463,-173366.41882735258
08073,-721457.2744425901,-219231.94730440783,-234326.90639351113,-173366.41882735255
08075,-721460.2528419022,-219196.14553649552,-233916.68734815833,-173339.91426541496
08077,-721085.4163077447,-217008.48122955728,-232066.2594474911,-170567.56623826144
08079,-721457.2744425951,-219231.94730438376,-234326.90639351233,-173366.41882735255
08081,-710268.6938879276,-215199.39116168782,-232263.15728638726,-166026.14842292707
08083,-721457.2744425965,-219231.94730429587,-234326.9063932954,-173366.41882734495
08085,-721454.5464303119,-219190.96117360704,-234211.26550277838,-173310.27992632295
08087,-719023.4249899817,-216119.46033510327,-233635.85707552385,-168439.65486009364
08089,-721457.357177113,-219206.84065653084,-234013.95617953458,-173370.01718762526
08091,-721457.2744426008,-219231.94730437512,-234326.90639351262,-173366.41882735255
08093,-721457.2744425968,-219231.9473043833,-234326.90639351233,-173366.41882735255
08095,-721457.2744425971,-219231.94730438376,-234326.90639351224,-173366.41882735255
08097,-721457.2744426208,-219231.94730439404,-234326.90639351105,-173366.41882735264
08099,-721457.901580047,-219228.85519799162,-234184.40742294755,-173331.5031477655
08101,-713177.4022184833,601868.352150372,-241569.90979893284,-161357.86639724587
08103,-721457.2744515216,-219231.94586210648,-234326.9025216478,-173366.4180855737
08105,-721457.274442598,-219231.94730436945,-234326.90639351433,-173366.41882735246
08107,-718721.6128791402,-216722.69816052416,-233639.16766402102,-169169.66124830727
08109,-721457.2744425967,-219231.94730438365,-234326.90639351227,-173366.41882735255
08111,-721457.2744426553,-219231.94730438243,-234326.90639351183,-173366.41882735258
08113,-721457.2744425968,-219231.94730438368,-234326.90639351233,-173366.41882735255
